CUSTOMER,Pin-pkg,Prod_ID,Bond ID,TA/TB,entity,Lot amount,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-5P,BBK40,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-5P,BBK43,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-5P,BBK44,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-B,BBF66,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-I,BBA05,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-I,BBA10,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-I,BBA14,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-I,BBA16,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-I,BBA18,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-I,BBJ01,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-IP,BBS02,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-IP,BBS04,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-IP,BBS05,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-IP,BBS06,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-IP,BBS07,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-IP,BBS09,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD01,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD02,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD04,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD06,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD12,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD16,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD20,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD24,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD35,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD36,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD38,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD41,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD42,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD51,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD57,1,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD60,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBD81,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBL03,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBL17,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,BBL21,2,,
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-U,BB832,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB461,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB470,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB474,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB488,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB510,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB529,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB530,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB570,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB581,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB587,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,BB600,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-2,BB747,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-2,BB754,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-2,BBB09,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-3,BB215,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-3,BB220,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-3,BB223,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-3,BB228,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5B,BBF64,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5B,BBF68,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5B,BBF69,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5B,BBF73,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5B,BBF74,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC02,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC05,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC09,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC16,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC17,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC19,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC21,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC27,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC28,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC30,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC32,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC41,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC42,2,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC46,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC51,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBC52,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBK32,1,,
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,BBK33,1,,
MTI,FBGA-96UEE,096EEMS006,AMS096EE2001A,TA-3,BB216,4,,
MTI,FBGA-96UEE,096EEMS006,AMS096EE2001A,TA-3,BB217,2,,
MTI,FBGA-96UEE,096EEMS006,AMS096EE2001A,TA-3,BB235,3,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB444,1,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB489,1,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB499,1,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB500,1,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB504,2,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB567,1,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB576,1,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB579,1,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB602,1,,
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,BB607,1,,
MTI,TSOP1-48AM,048TWMS059,AMS048TW1050A,TA,BB498,1,,
MTI,TSOP1-48AM,048TWMS059,AMS048TW1050A,TA,BB590,1,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB445,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB448,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB456,3,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB459,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB468,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB482,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB487,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB490,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB509,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB515,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB517,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB521,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB522,1,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB527,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB542,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB552,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB560,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB566,3,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB572,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB589,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB594,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB595,1,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB597,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB608,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB610,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB613,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,BB619,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB702,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB714,3,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB719,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB734,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB764,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB772,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB773,1,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB775,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB778,3,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BB783,3,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BBB10,3,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BBB14,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BBB16,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BBB30,2,,
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,BBB33,2,,
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,BB448,1,,
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,BB456,1,,
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,BB457,1,,
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,BB486,2,,
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,BB517,1,,
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,BB551,1,,
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,BB552,1,,
MTI,TSOP1-48AM,048TWMS080,AMS048TW1065A,TA,BB462,16,,
MTI,TSOP1-48AM,048TWMS080,AMS048TW1065A,TA,BB583,16,,
MXIC,DFN-08Y62D,008Y6AW024,AAW008Y62015A,TB-R,BBR02,1,,
MXIC,DFN-08Y62D,008Y6AW024,AAW008Y62015A,TB-R,BBR07,1,,
MXIC,DFN-08Y62D,008Y6AW024,AAW008Y62015A,TB-R,BBR10,1,,
MXIC,DFN-08Y62D,008Y6AW024,AAW008Y62015A,TB-R,BBR11,1,,
MXIC,DFN-08Y62D,008Y6AW024,AAW008Y62015A,TB-R,BBR32,1,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBD05,3,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBD07,4,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBD08,5,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBD22,3,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBD58,3,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBD65,3,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBD66,4,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBL04,4,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,BBL19,3,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-U,BB814,4,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-U,BB851,4,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-U,BB890,4,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-U,BB923,5,,
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-U,BBJ03,4,,
MXIC,DFN-08YM2D,008YMAW020,AAW008YM2004A,TB-P,BBD15,5,,
MXIC,DFN-08YM2D,008YMAW020,AAW008YM2004A,TB-P,BBD39,3,,
MXIC,DFN-08YM2D,008YMAW020,AAW008YM2004A,TB-P,BBD61,4,,
MXIC,MBGA64J4U,064MRAW029,AAW064MR1009A,TA,BB472,6,,
MXIC,MBGA64J4U,064MRAW029,AAW064MR1009A,TA,BB520,6,,
MXIC,MBGA64J4U,064MRAW029,AAW064MR1009A,TA,BB556,7,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BB709,7,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BB731,1,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BB766,1,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BB767,1,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BB768,1,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BB788,1,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BBB29,1,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BBB32,1,,
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,BBB36,1,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-2,BB751,10,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-2,BB763,10,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-2,BB771,10,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-2,BB780,10,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-2,BBB23,10,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-5,BBU25,11,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-5,BBU28,11,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-5,BBU30,11,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-5,BBU37,12,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-5,BBU47,11,,
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TB-P,BBD23,8,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-3,BB232,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU02,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU03,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU11,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU29,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU34,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU35,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU36,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU38,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU39,2,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU55,3,,
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,BBU60,2,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB446,1,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB453,1,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB465,1,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB478,1,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB523,2,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB526,1,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB535,1,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB561,2,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB565,2,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB578,5,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB582,4,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB598,2,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,BB604,2,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA-2,BB732,1,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA-2,BB760,1,,
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA-2,BBB20,1,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB446,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB453,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB454,5,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB465,2,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB478,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB523,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB526,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB535,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB546,4,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB561,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB565,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB577,5,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB582,2,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB598,4,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB604,2,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,BB623,5,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-2,BB732,3,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-2,BB760,5,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-2,BBB20,4,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-3,BB226,6,,
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-3,BB233,6,,
MXIC,TSOP1-48/48M,048TPAW074,AAW048TP1034C,TA,BB510,1,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB710,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB713,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB723,7,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB725,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB726,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB731,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB745,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB753,7,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB757,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB758,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB759,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB766,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB767,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB768,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB786,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB787,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BB788,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BBB03,7,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BBB15,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BBB22,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BBB29,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BBB32,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,BBB36,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB211,10,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB214,10,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB216,10,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB217,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB219,10,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB230,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB231,8,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB234,9,,
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,BB235,10,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-2,BB713,1,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-2,BB723,1,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-2,BB753,1,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-2,BBB03,1,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-2,BBB22,1,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-3,BB217,1,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-3,BB231,1,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU01,9,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU04,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU06,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU09,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU12,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU13,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU16,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU17,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU18,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU19,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU21,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU22,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU23,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU26,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU27,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU42,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU43,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU46,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU49,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU51,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU52,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU57,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU59,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU65,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU66,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU67,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU68,8,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,BBU69,7,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TB-U,BB801,4,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TB-U,BB806,4,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TB-U,BB808,5,,
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TB-U,BB811,4,,
